main_colno	code	quality	ref	length	variant	genus	spec_epithet	cf	pair_name	survey	country	province	region	city	elev	lon	lat	prec	remark	genbank_id	sporocarp_sample_by	sporocarp_sample_date	dna_sample_by	dna_sample_date	pcr_by	pcr_date	seq_date	submitter	submit_date	ref_person	ref_date	author	doi	n_ch	loc_code	distance	direction	topo	habitat	local	specimen_id	locality_id
LE292252	SSU	NA	Undefined	569	NA	Diderma	niveum	FALSE	S1 / SU19R	Vaskelovo_2009	Russia	Leningrad	Vsevologskyi district	Vaskelovo	70	  30.400139	 60.401583	25.0	NA	KR029703	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	Vaskelovo_2009_2	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11310	1717
LE292253	SSU	NA	Undefined	565	NA	Diderma	niveum	FALSE	S1 / SU19R	Vaskelovo_2009	Russia	Leningrad	Vsevologskyi district	Vaskelovo	70	  30.400139	 60.401583	25.0	NA	KR029704	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	Vaskelovo_2009_2	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11311	1717
LE292254	SSU	NA	Undefined	565	NA	Diderma	niveum	FALSE	S1 / SU19R	Vaskelovo_2009	Russia	Leningrad	Vsevologskyi district	Vaskelovo	70	  30.400139	 60.401583	25.0	NA	KR029705	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	Vaskelovo_2009_2	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11312	1717
LE292255	SSU	NA	Undefined	566	NA	Diderma	niveum	FALSE	S1 / SU19R	Vaskelovo_2009	Russia	Leningrad	Vsevologskyi district	Vaskelovo	70	  30.400139	 60.401583	25.0	NA	KR029706	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	Vaskelovo_2009_2	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11313	1717
LE299177	SSU	NA	Undefined	576	NA	Diderma	niveum	FALSE	S1 / SU19R	Valamo	Russia	Karelia	Valamo island	Sortavala	38	  31.023667	 61.409417	25.0	NA	KR029707	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	Valamo_12	NA	NA	NA	spruce forest	Chernyi nos	11297	1710
LE299929	SSU	NA	Undefined	568	NA	Diderma	niveum	FALSE	S1 / SU19R	Valamo	Russia	Karelia	Valamo island	Sortavala	10	  30.963028	 61.383944	25.0	NA	KR029708	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	Valamo_16	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Zimnyakovskoye natural boundary	11301	1714
LE285725	SSU	NA	Undefined	456	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2570	41.692900	43.426017	25.0	NA	KR068580	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	TebNivi6	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield at a N-exp. slope near a ridge, small Betula litvinovii thicket	snowfield at a N-exp. slope near a ridge, small Betula litvinovii thicket	7564	609
LE285137	SSU	NA	Undefined	552	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2419	41.702667	43.425333	25.0	NA	KR024546	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	TebNivi68	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7345	619
LE285168	SSU	NA	Undefined	563	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2425	41.703333	43.425167	25.0	NA	KR024547	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	TebNivi57	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield ca. 200 m upwards from upper loghouse	snowfield ca. 200 m upwards from upper loghouse	7378	606
LE285177	SSU	NA	Undefined	553	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2427	41.705167	43.424833	25.0	NA	KR024549	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	TebNivi50	4400.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	Rhododendron thickets near the upper loghouse, NNW-exp. slope	Rhododendron thickets near the upper loghouse, NNW-exp. slope	7386	599
LE285679	SSU	NA	Undefined	553	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2524	41.701433	43.425733	25.0	NA	KR024550	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	TebNivi2	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	7517	563
LE285838	SSU	NA	Undefined	553	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2622	41.689600	43.433533	25.0	NA	KR024551	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	TebNivi20	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield in an alpine meadow with many Anemone speciosa and a few dwarfy Rhododendron shrubs, shallow NNE-exp. slope	open snowfield in an alpine meadow with many Anemone speciosa and a few dwarfy Rhododendron shrubs, shallow NNE-exp. slope	7688	564
LE259676	SSU	NA	Undefined	757	NA	Tubifera	ferruginosa	FALSE	S1 / SR4Bright	Altay_2008	Russia	Altaiskiy Krai	NA	Barnaul	200	  84.076389	 53.321667	25.0	NA	KF544760	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.V. Leontyev	NA	NA	Altay_2008_13	NA	NA	village Losikha	dry pine forest, pine - 90%, birch - 10%	Ob' lowland	11235	1633
LE254664	SSU	NA	Undefined	697	NA	Tubifera	montana	FALSE	S1 / SR4Bright	Altai_2008	Russia	Altay Republic	Shebalinskiy Raion	Gorno-Altaysk	1625	  85.394000	 51.061500	50.0	NA	KF544765	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.V. Leontyev	NA	NA	Altai_2008_48	12000	ESE	Topuchaya settlement	spruce forest with tall herbs	Western Altay, valley of the Sarlyk river, E of road M-52 (Chuiskiy Trakt)	11156	1625
LE254673	SSU	NA	Undefined	695	NA	Tubifera	montana	FALSE	S1 / SR4Bright	Altai_2008	Russia	Altay Republic	Shebalinskiy Raion	Gorno-Altaysk	1808	  85.402400	 51.063600	50.0	NA	KF544766	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.V. Leontyev	NA	NA	Altai_2008_50	12000	ESE	Topuchaya settlement	open pine forest at a SW-exp. slope	Western Altay, valley of the Sarlyk river, E of road M-52 (Chuiskiy Trakt)	11157	1626
LE254971	SSU	NA	Undefined	215	NA	Fuligo	septica	FALSE	S3cF / S31R	Altai_2008	Russia	Altay Republic	Turochakskiy Raion	Artybash	445	  87.410340	 51.461160	50.0	NA	KT778649	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	T. Hoppe	NA	NA	Altai_2008_62	6000	W	Yaylyu settlement	coniferous forest with dense tall herbs	Western Altay, at the northern end of the lake, Kamga bay, valley of a NW-running creek	11165	1628
LE285229	SSU	NA	Undefined	560	NA	Lepidoderma	carestianum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2459	41.702333	43.425333	25.0	NA	JQ812618	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi34	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7437	580
LE285155	SSU	NA	Undefined	595	NA	Physarum	vernum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2403	41.705000	43.424833	25.0	NA	JQ812620	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi60	4400.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	Rhododendron thickets near the upper loghouse, N-exp. slope	Rhododendron thickets near the upper loghouse, N-exp. slope	7365	610
LE285237	SSU	NA	Undefined	552	NA	Diderma	alpinum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2431	41.703167	43.425167	25.0	NA	JQ812621	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi30	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield in depression 250 m upwards from upper loghouse	snowfield in depression 250 m upwards from upper loghouse	7444	576
LE285209	SSU	NA	Undefined	553	NA	Diderma	alpinum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2429	41.703167	43.425167	25.0	NA	JQ812622	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi40	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfields with Rhododendron thickets ca. 350 m upwards from upper loghouse	snowfields with Rhododendron thickets ca. 350 m upwards from upper loghouse	7418	587
LE285171	SSU	NA	Undefined	557	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2425	41.703333	43.425167	25.0	NA	JQ812623	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi57	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield ca. 200 m upwards from upper loghouse	snowfield ca. 200 m upwards from upper loghouse	7380	606
LE285172	SSU	NA	Undefined	556	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2427	41.702833	43.425167	25.0	NA	JQ812624	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi58	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7381	607
LE285166	SSU	NA	Undefined	556	NA	Diderma	europaeum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2425	41.703333	43.425167	25.0	NA	JQ812625	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi57	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield ca. 200 m upwards from upper loghouse	snowfield ca. 200 m upwards from upper loghouse	7376	606
LE285165	SSU	NA	Undefined	566	NA	Diderma	meyerae	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2425	41.703333	43.425167	25.0	NA	JQ812626	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi57	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield ca. 200 m upwards from upper loghouse	snowfield ca. 200 m upwards from upper loghouse	7375	606
LE285215	SSU	NA	Undefined	556	NA	Lepidoderma	peyerimhoffii	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2441	41.702667	43.425167	25.0	NA	JQ812627	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi32	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7424	578
LE285178	SSU	NA	Undefined	557	NA	Diderma	fallax	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2427	41.705167	43.424833	25.0	NA	JQ812628	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi50	4400.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	Rhododendron thickets near the upper loghouse, NNW-exp. slope	Rhododendron thickets near the upper loghouse, NNW-exp. slope	7387	599
LE285162	SSU	NA	Undefined	607	NA	Diderma	fallax	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2408	41.705167	43.425000	25.0	NA	JQ812629	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi54	4400.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	Rhododendron thickets with some Betula litwinowii near the upper loghouse, N-exp. slope	Rhododendron thickets with some Betula litwinowii near the upper loghouse, N-exp. slope	7372	603
LE285190	SSU	NA	Undefined	554	NA	Physarum	nivale	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2620	41.689833	43.433500	25.0	NA	JQ812631	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi47	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	N-exp. snowfields at the ridge crest, ca. 1.2 km upwards from upper loghouse	7399	595
LE285240	SSU	NA	Undefined	587	NA	Physarum	vernum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2431	41.703167	43.425167	25.0	NA	JQ812632	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi30	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield in depression 250 m upwards from upper loghouse	snowfield in depression 250 m upwards from upper loghouse	7447	576
LE285169	SSU	NA	Undefined	585	NA	Physarum	vernum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2425	41.703333	43.425167	25.0	NA	JQ812634	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi57	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield ca. 200 m upwards from upper loghouse	snowfield ca. 200 m upwards from upper loghouse	7379	606
LE285134	SSU	NA	Undefined	553	NA	Physarum	alpinum	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2427	41.702833	43.425167	25.0	NA	JQ812679	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi58	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7342	607
LE285223	SSU	NA	Undefined	550	NA	Physarum	alpestre	FALSE	S1 / SU19R	TebNivi_11	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2442	41.702500	43.425333	25.0	NA	JQ812680	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi33	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	large snowfields at upper N-exp slope, 300 m upwards from upper loghouse, before the first steep ascent	7431	579
LE284736	SSU	NA	Undefined	565	NA	Meriderma	carestiae	FALSE	S1 / SU19R	FR_2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967195	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11268	1553
LE284752	SSU	NA	Undefined	565	NA	Meriderma	carestiae	FALSE	S1 / SU19R	FR_2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967196	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11277	1553
LE291630	SSU	NA	Undefined	565	NA	Meriderma	carestiae	FALSE	S1 / SU19R	FR_2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967197	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11296	1553
LE284774	SSU	NA	Undefined	565	NA	Meriderma	carestiae	FALSE	S1 / SU19R	FR_2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967209	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11289	1553
LE299198	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Valamo	Russia	Karelia	Valamo island	Sortavala	10	  30.935278	 61.351694	25.0	NA	KP967271	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Valamo_15	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Skaleestyi	11300	1713
LE296478	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Vaskelovo_2012	Russia	Leningrad	Vsevologskyi district	Vaskelovo	36	  30.398556	 60.398750	25.0	NA	KP967272	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Vaskelovo_2012_9	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11327	1720
LE289608	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Vaskelovo_2012	Russia	Leningrad	Vsevologskyi district	Vaskelovo	90	  30.400139	 60.401583	25.0	NA	KP967273	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Vaskelovo_2012_8	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11325	1719
LE284733	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	FR_2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967274	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11266	1553
LE284750	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	FR_2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967275	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11275	1553
LE284766	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	FR_2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967276	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11282	1553
LE285916	SSU	NA	Undefined	545	NA	Diderma	niveum	TRUE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2751	41.686150	43.435083	25.0	NA	KP967281	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi23	5600.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open high alpine, grassy meadow at a shallow E-exp. slope	open high alpine, grassy meadow at a shallow E-exp. slope	7791	567
LE297281	SSU	NA	Undefined	566	NA	Physarum	cinereum	FALSE	S1 / SU19R	Vt_13	VIETNAM	Đắk Lắk province	Lak and Krong Bong districts	NA	1000	108.351944	12.401111	10.0	NA	KP967283	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Vt_132	NA	NA	Chu Yang Sin National Park	middle mountain primary evergreen polydominant tropical forest with Fagaceae (Lithocarpus), Clusiaceae (Garcinia ), Apocynaceae, Theaceae, Lauraceae; in depression the community with Pandanus sp.	Da Uyen river; 15 km N of Krong Kmar settlement and 1.5 km W of Chu Pan Phan Mt.	9417	1178
LE299936	SSU	NA	Undefined	566	NA	Meriderma	cribrarioides	FALSE	S1 / SU19R	Valamo	Russia	Karelia	Valamo island	Sortavala	10	  30.963028	 61.383944	25.0	NA	KP967284	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Valamo_16	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Zimnyakovskoye natural boundary	11305	1714
LE297298	SSU	NA	Undefined	566	NA	Physarum	melleum	FALSE	S1 / SU19R	Vt_13	VIETNAM	Lâm Đồng province	Bao Lam District	Lộc Bảo	1006	107.722778	11.738333	0.0	NA	KP967286	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Vt_101	NA	NA	Lộc Bắc forest enterprise	middle mountain polidominant polidominant tropical forest with Magnoliaceae, Myrtaceae, Theaceae, Lauraceae, Fagaceae, Annonaceae	hillside forest	9428	1088
LE299935	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Valamo	Russia	Karelia	Valamo island	Sortavala	10	  30.963028	 61.383944	25.0	NA	KP967287	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Valamo_16	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Zimnyakovskoye natural boundary	11304	1714
LE299953	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Valamo	Russia	Karelia	Valamo island	Sortavala	38	  31.023667	 61.409417	25.0	NA	KP967288	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Valamo_17	NA	NA	NA	spruce forest	Chernyi nos	11306	1715
LE299191	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Valamo	Russia	Karelia	Valamo island	Sortavala	10	  30.940417	 61.352306	25.0	NA	KP967289	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Valamo_14	NA	NA	NA	spruce forest	Leschevoy bay	11299	1712
LE289560	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP967290	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	tmp	NA	NA	NA	NA	NA	11323	1553
LE289595	SSU	NA	Undefined	566	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Vaskelovo_2012	Russia	Leningrad	Vsevologskyi district	Vaskelovo	90	  30.400139	 60.401583	25.0	NA	KP967291	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	Vaskelovo_2012_8	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11324	1719
LE285917	SSU	NA	Undefined	545	NA	Lepidoderma	carestianum	TRUE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2751	41.686150	43.435083	25.0	NA	KP967312	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	M. Schnittler	NA	NA	TebNivi23	5600.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open high alpine, grassy meadow at a shallow E-exp. slope	open high alpine, grassy meadow at a shallow E-exp. slope	7792	567
LE284722	SSU	NA	Undefined	562	NA	Diderma	alpinum	FALSE	S1 / SU19R	FR_2012	France	NA	NA	NA	NA	   6.502528	 45.057778	25.0	NA	KU198030	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	FR_2012_x1	NA	NA	NA	plant litter	Albertville	11264	1651
LE284731	SSU	NA	Undefined	564	NA	Diderma	alpinum	FALSE	S1 / SU19R	FR_2012	France	NA	NA	NA	NA	   6.502528	 45.057778	25.0	NA	KU198031	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	FR_2012_x1	NA	NA	NA	plant litter	Albertville	11265	1651
LE284734	SSU	NA	Undefined	563	NA	Diderma	alpinum	FALSE	S1 / SU19R	FR_2012	France	NA	NA	NA	NA	   6.502528	 45.057778	25.0	NA	KU198032	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	FR_2012_x1	NA	NA	NA	plant litter	Albertville	11267	1651
LE284742	SSU	NA	Undefined	564	NA	Diderma	alpinum	FALSE	S1 / SU19R	FR_2012	France	NA	NA	NA	NA	   6.502528	 45.057778	25.0	NA	KU198033	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-12-27	NA	NA	D.A. Erastova	NA	NA	FR_2012_x1	NA	NA	NA	plant litter	Albertville	11271	1651
